Id,Rate
0,0.1299
1,0.19354
2,0.1461
3,0.10155
4,0.1335
5,0.0967
6,0.1169
7,0.1431
8,0.1212
9,0.1212
10,0.14301
11,0.18889
12,0.17513
13,0.1892
14,0.16094
15,0.16174
16,0.09483
17,0.11195
18,0.09674
19,0.11181
20,0.1016
21,0.09896
22,0.1353
23,0.09485
24,0.1199
25,0.17119
26,0.089
27,0.21
28,0.0749
29,0.08884
30,0.1588
31,0.10729
32,0.2015
33,0.08104
34,0.1335
35,0.1299
36,0.0714
37,0.21055
38,0.0839
39,0.089
40,0.17172
41,0.12419
42,0.09675
43,0.1659
44,0.11163
45,0.0917
46,0.1849
47,0.13084
48,0.1649
49,0.1199
50,0.1824
51,0.1235
52,0.171
53,0.14305
54,0.18591
55,0.1659
56,0.06227
57,0.0996
58,0.158
59,0.11194
60,0.1561
61,0.0649
62,0.1377
63,0.1129
64,0.1099
65,0.1058
66,0.0872
67,0.1212
68,0.1099
69,0.09515
70,0.10116
71,0.09262
72,0.10497
73,0.09675
74,0.1299
75,0.1335
76,0.1299
77,0.25087
78,0.1776
79,0.1167
80,0.089
81,0.09451
82,0.09451
83,0.1626
84,0.1409
85,0.1522
86,0.0967
87,0.089
88,0.23806
89,0.0712
90,0.15068
91,0.1498
92,0.1499
93,0.15704
94,0.0649
95,0.1311
96,0.162
97,0.10529
98,0.1299
99,0.11195
100,0.11163
101,0.16717
102,0.0769
103,0.1167
104,0.1099
105,0.08884
106,0.18939
107,0.0839
108,0.06503
109,0.086
110,0.162
111,0.1091
112,0.11147
113,0.08884
114,0.1629
115,0.1037
116,0.14297
117,0.14678
118,0.09636
119,0.08
120,0.15266
121,0.0762
122,0.0662
123,0.1398
124,0.1167
125,0.08884
126,0.1499
127,0.22077
128,0.1099
129,0.1037
130,0.2295
131,0.0662
132,0.18525
133,0.0751
134,0.10116
135,0.15497
136,0.1716
137,0.0769
138,0.08636
139,0.0749
140,0.10402
141,0.0649
142,0.2049
143,0.171
144,0.1447
145,0.14513
146,0.1299
147,0.15936
148,0.1299
149,0.24899
150,0.258
151,0.1561
152,0.08636
153,0.1433
154,0.10388
155,0.09451
156,0.10116
157,0.1037
158,0.0712
159,0.1449
160,0.17306
161,0.11005
162,0.16647
163,0.1531
164,0.14154
165,0.16787
166,0.1114
167,0.0958
168,0.10116
169,0.1171
170,0.1305
171,0.13948
172,0.0662
173,0.1699
174,0.14455
175,0.1015
176,0.09675
177,0.1114
178,0.0839
179,0.1398
180,0.2492
181,0.09772
182,0.14309
183,0.10116
184,0.1054
185,0.1114
186,0.089
187,0.1015
188,0.1952
189,0.17552
190,0.2149
191,0.10371
192,0.1045
193,0.1288
194,0.1562
195,0.14989
196,0.12094
197,0.1398
198,0.1091
199,0.18451
200,0.0762
201,0.0958
202,0.1905
203,0.1629
