Id,Rate
0,0.1299
1,0.1868415
2,0.1465249
3,0.1012523
4,0.1335
5,0.0967
6,0.1175072
7,0.1431
8,0.1212
9,0.1212
10,0.1432694
11,0.1884222
12,0.1719125
13,0.1892
14,0.1627313
15,0.1695578
16,0.0959602
17,0.1122854
18,0.0979578
19,0.1106246
20,0.1016
21,0.1034985
22,0.1353
23,0.0927748
24,0.1199
25,0.1722467
26,0.089
27,0.209904
28,0.0749
29,0.0842108
30,0.1587912
31,0.1071284
32,0.1999541
33,0.0847126
34,0.1335
35,0.1313748
36,0.0714
37,0.2059074
38,0.0839
39,0.089
40,0.172572
41,0.1239718
42,0.0966888
43,0.1659
44,0.1080758
45,0.091779
46,0.1849
47,0.1271129
48,0.1649
49,0.1199
50,0.1824
51,0.1235
52,0.171
53,0.1422792
54,0.185416
55,0.1659
56,0.0609619
57,0.1000428
58,0.158
59,0.11107
60,0.1561
61,0.0649039
62,0.1433901
63,0.1134444
64,0.1099
65,0.1107
66,0.08746
67,0.1211284
68,0.1099
69,0.0921494
70,0.1016098
71,0.0882036
72,0.106766
73,0.0966888
74,0.1299
75,0.1335
76,0.1299
77,0.2515332
78,0.1776
79,0.1167
80,0.089
81,0.0915611
82,0.0917349
83,0.1629256
84,0.1409
85,0.1521942
86,0.0967
87,0.089
88,0.2361754
89,0.0712
90,0.1511419
91,0.1498
92,0.1499
93,0.1578873
94,0.0649
95,0.1311
96,0.162
97,0.1086783
98,0.1299
99,0.1122854
100,0.1080758
101,0.1641653
102,0.0769
103,0.1167
104,0.1099
105,0.0843168
106,0.1854372
107,0.0839
108,0.0650725
109,0.085986
110,0.1620009
111,0.1109744
112,0.1155336
113,0.0842108
114,0.1629
115,0.1043784
116,0.1430003
117,0.1416878
118,0.0968843
119,0.08
120,0.1527576
121,0.0762
122,0.0661885
123,0.1398
124,0.1167
125,0.0840949
126,0.1499
127,0.2194945
128,0.1099
129,0.1043784
130,0.2295624
131,0.0662
132,0.185499
133,0.075122
134,0.1016098
135,0.1494277
136,0.172206
137,0.0769
138,0.0815054
139,0.0749
140,0.1069811
141,0.0649
142,0.2044968
143,0.171
144,0.1447
145,0.1438922
146,0.1299
147,0.1583923
148,0.1299
149,0.244186
150,0.258
151,0.1561796
152,0.0815054
153,0.1474654
154,0.1041108
155,0.0915611
156,0.1016098
157,0.1043784
158,0.0712
159,0.1449
160,0.1729368
161,0.1121334
162,0.1683584
163,0.1531
164,0.1428052
165,0.1646601
166,0.1114
167,0.0956446
168,0.1016098
169,0.1171
170,0.1304928
171,0.1382595
172,0.0662
173,0.1699288
174,0.1431327
175,0.1015
176,0.0966888
177,0.1114
178,0.0839
179,0.1398
180,0.249049
181,0.0969182
182,0.1406315
183,0.1016098
184,0.1048399
185,0.1114
186,0.089
187,0.1015
188,0.1951953
189,0.176609
190,0.2149023
191,0.1039795
192,0.0982884
193,0.1243308
194,0.1519096
195,0.1504224
196,0.1207028
197,0.1398
198,0.1109744
199,0.182894
200,0.0762
201,0.0956446
202,0.1904948
203,0.1647043
204,0.067447
205,0.0788514
206,0.1431
207,0.0649
208,0.1417451
