Id,Rate
0,12.20548636
1,15.54606726
2,16.75560683
3,14.39421362
4,11.65591354
5,12.58519245
6,13.27679634
7,12.20548636
8,12.02161287
9,12.02161287
10,12.03377568
11,12.77401019
12,15.58562012
13,18.58376128
14,12.69422467
15,11.7591801
16,15.68278168
17,18.37012753
18,14.30957706
19,15.5417863
20,11.64109269
21,15.93355782
22,12.58519245
23,11.64109269
24,11.33598869
25,17.5367098
26,12.87625827
27,13.26545858
28,12.02161287
29,12.53945956
30,13.64159248
31,13.20861493
32,16.0250885
33,17.0400916
34,12.25919632
35,13.45443054
36,12.25919632
37,18.57717399
38,12.46456819
39,12.53945956
40,20.25645797
41,17.91004782
42,11.64109269
43,17.70488933
44,11.33598869
45,12.36341787
46,11.64109269
47,18.1154119
48,16.24733072
49,12.46456819
50,18.58376128
51,12.25919632
52,11.7789858
53,11.64109269
54,15.10244731
55,11.64109269
56,15.88289161
57,16.16651173
58,14.44892598
59,14.08238902
60,12.02161287
61,11.1720381
62,11.43583086
63,13.53089
64,11.95905814
65,19.02093916
66,15.93355782
67,16.10441869
68,10.45129436
69,13.56032667
70,14.8516268
71,16.2365289
72,10.45129436
73,12.1092143
74,12.25919632
75,16.24733072
76,11.65591354
77,18.16971262
78,16.2365289
79,11.43583086
80,12.77401019
81,12.25919632
82,12.87625827
83,19.54391906
84,11.43583086
85,13.26545858
86,11.43583086
87,11.65591354
88,16.65334625
89,11.64109269
90,16.96282969
91,12.25919632
92,12.24797382
93,12.20548636
94,11.33598869
95,12.55751296
96,12.58519245
97,16.38636419
98,12.55751296
99,13.89499508
100,11.33598869
101,15.64732799
102,11.7789858
103,11.65591354
104,11.64109269
105,12.03377568
106,18.02674593
107,11.74720496
108,12.32449813
109,11.33598869
110,10.47181767
111,11.7789858
112,15.08745396
113,12.53945956
114,15.66695113
115,11.3142783
116,10.47181767
117,12.81206663
118,11.46303164
119,12.25919632
120,12.20548636
121,11.7789858
122,12.69422467
123,16.67173621
124,11.64109269
125,12.11967796
126,11.64109269
127,17.1848098
128,12.20548636
129,12.86576838
130,14.44892598
131,10.35779748
132,16.2365289
133,13.64159248
134,15.11253233
135,16.09198233
136,15.91421774
137,12.20548636
138,13.83434302
139,11.64109269
140,15.66695113
141,11.60132507
142,12.24797382
143,11.7789858
144,11.7789858
145,14.97890251
146,12.24829847
147,20.10835751
148,12.02161287
149,14.09330246
150,17.70488933
151,11.3142783
152,14.18749598
153,14.39134466
154,11.64109269
155,12.25919632
156,15.91291659
157,17.70488933
158,10.47181767
159,12.53945956
160,18.32324062
161,11.7789858
162,12.11967796
163,11.33598869
164,12.0993982
165,13.86507096
166,11.65591354
167,16.01940993
168,11.74720496
169,11.64109269
170,13.36121086
171,14.04744762
172,11.64109269
173,13.36121086
174,12.66077962
175,13.26545858
176,11.64109269
177,12.53945956
178,12.20548636
179,14.18749598
180,16.2365289
181,13.26545858
182,18.07253791
183,13.27679634
184,16.19838625
185,11.43583086
186,11.64109269
187,11.62694704
188,11.74720496
189,15.2457045
190,16.25560944
191,14.76794224
192,16.24733072
193,13.49351036
194,19.6868328
195,11.61945136
196,12.0993982
197,16.2365289
198,11.7789858
199,12.32449813
200,11.3142783
201,13.24994612
202,12.24797382
203,16.35048999
204,14.15449007
205,11.23842794
206,16.24733072
207,11.23842794
208,14.32182465
209,12.11967796
210,17.70488933
211,18.58376128
212,12.55751296
213,11.64109269
214,19.32474713
215,16.01744496
216,12.25919632
217,13.26545858
218,12.1092143
219,12.20548636
220,13.26545858
221,11.7591801
222,12.25919632
223,11.7789858
224,12.24797382
225,16.01940993
226,12.87625827
227,16.23868588
228,13.7545899
229,14.9190227
230,12.24797382
231,11.62694704
232,12.25919632
233,16.16651173
234,16.52095607
235,12.53945956
236,10.45129436
237,12.87625827
238,12.95773761
239,11.7789858
240,14.09330246
241,11.64109269
242,11.64109269
243,17.70488933
244,14.77306696
245,11.64109269
246,12.58519245
247,15.88726633
248,12.24797382
249,14.44892598
250,19.67776684
251,14.14519596
252,11.33598869
253,14.31090273
254,11.33598869
255,12.20548636
256,11.7789858
257,15.88726633
258,12.24797382
259,11.33598869
260,15.91421774
261,16.67173621
262,11.7789858
263,12.86065457
264,14.44892598
265,16.67173621
266,11.64109269
267,12.95773761
268,11.7789858
269,15.29670363
270,15.88726633
271,12.25919632
272,11.7789858
273,12.24797382
274,16.13584858
275,11.3142783
276,12.90538604
277,12.69422467
278,13.56032667
279,12.64333854
280,14.40128213
281,14.22370479
282,14.77306696
283,12.20548636
284,12.25919632
285,11.62694704
286,11.7789858
287,11.64109269
288,16.46242971
289,16.00383624
290,12.53945956
291,17.06905238
292,13.79686954
293,10.96285873
294,12.76260283
295,11.64109269
296,17.02658062
297,15.15590899
298,14.09330246
299,11.3142783
300,16.24733072
301,16.24733072
302,16.04355664
303,11.61256563
304,13.64159248
305,14.40363449
306,12.11967796
307,11.43583086
308,12.24829847
309,18.11112391
310,16.47692514
311,12.13133052
312,15.91421774
313,17.70488933
314,11.33598869
315,16.16167828
316,11.64109269
317,17.68691689
318,10.45129436
319,13.40814607
320,11.33598869
321,12.24797382
322,12.55751296
323,18.66397869
324,13.64159248
325,11.7789858
326,12.53945956
327,11.33598869
328,14.72421271
329,12.33054752
330,11.33598869
331,13.83786706
332,11.43583086
333,11.64109269
334,16.24733072
335,15.91421774
336,12.25919632
337,13.43075082
338,12.53945956
339,15.05026618
340,11.62694704
341,18.9550243
342,16.67173621
343,15.66695113
344,16.67173621
345,12.53945956
346,11.64109269
347,12.24829847
348,12.18138277
349,18.14897213
350,13.83656797
351,11.7789858
352,11.62694704
353,12.25919632
354,12.27810843
355,12.25919632
356,16.16167828
357,12.76260283
358,11.61256563
359,16.06160546
360,13.64159248
361,18.58376128
362,12.124675
363,9.712620274
364,16.38449827
365,12.24797382
366,18.44511667
367,12.77401019
368,16.24733072
369,12.55751296
370,12.29626431
371,16.54785767
372,12.20548636
373,12.20548636
374,12.25919632
375,12.25919632
376,11.1720381
377,19.16589206
378,12.00668433
379,12.95773761
380,12.58519245
381,11.74720496
382,11.83273693
383,11.64109269
384,12.00668433
385,12.24797382
386,12.53945956
387,15.5417863
388,16.16167828
389,19.38815516
390,10.47181767
391,11.74720496
392,16.67173621
393,12.20548636
394,12.58519245
395,11.64109269
396,12.70062952
397,12.58519245
398,14.44892598
399,14.15479444
400,10.45129436
401,12.87625827
402,10.47181767
403,18.37012753
404,11.64109269
405,16.24733072
406,12.00668433
407,11.7789858
408,11.33598869
409,10.35779748
410,12.25919632
411,14.44892598
412,16.24733072
413,13.2666497
414,11.74720496
415,16.03656427
416,15.93355782
417,13.26545858
418,12.24829847
419,12.77401019
420,12.87625827
421,14.75072604
422,14.16624639
423,18.87224653
424,12.20548636
425,18.72955133
426,12.53945956
427,12.20548636
428,10.47181767
429,18.80143333
430,14.51788515
431,12.25919632
432,15.5417863
433,20.60938572
434,13.83434302
435,13.20861493
436,12.00668433
437,19.04406903
438,11.62694704
439,11.74720496
440,12.58519245
441,19.09267541
442,11.7789858
443,13.26545858
444,14.13915052
445,13.64159248
446,11.64109269
447,13.94562123
448,12.25919632
449,12.24797382
450,12.25919632
451,15.88726633
452,15.45993939
453,12.55751296
454,12.25919632
455,12.55751296
456,15.44811667
457,11.7789858
458,14.10157618
459,11.65591354
460,11.74720496
461,12.32449813
462,11.7789858
463,16.16651173
464,12.87625827
465,11.48967346
466,11.64109269
467,17.87161351
468,12.53945956
469,12.87625827
470,16.16302436
471,11.7789858
472,18.40327977
473,13.64159248
474,16.67173621
475,14.75072604
476,14.44892598
477,16.23868588
478,12.24829847
479,12.53945956
480,11.62694704
481,17.70488933
482,11.62694704
483,14.80524105
484,15.91421774
485,11.65591354
486,11.64109269
487,12.53945956
488,12.25919632
489,11.33598869
490,17.72719506
491,13.93332893
492,18.9933629
493,13.83434302
494,13.36121086
495,12.20548636
496,11.64109269
497,16.16167828
498,13.94093828
499,14.77579506
500,12.03377568
501,13.4474501
502,12.24722342
503,12.60776903
504,18.58376128
505,12.55751296
506,16.67173621
507,12.1092143
508,12.53945956
509,7.817133333
510,14.39421362
511,15.66695113
512,12.25919632
513,11.62694704
514,16.67173621
515,18.18424862
516,12.25919632
517,11.7789858
518,15.52694323
519,14.18749598
520,15.66695113
521,12.32449813
522,12.03377568
523,13.64159248
524,11.64109269
525,12.53945956
526,14.44892598
527,11.7789858
528,11.21745334
529,16.2365289
530,15.88726633
531,11.62694704
532,11.64109269
533,10.35779748
534,12.03377568
535,14.49765455
536,11.64109269
537,13.61756919
538,14.09330246
539,12.25919632
540,12.02161287
541,12.25919632
542,20.66082704
543,18.95033092
544,12.70062952
545,19.11155633
546,17.44633821
547,16.2365289
548,11.37489664
549,15.30360678
550,11.74720496
551,16.60545376
552,16.47692514
553,17.89580754
554,11.74720496
555,15.99815945
556,11.60132507
557,10.47181767
558,19.36223752
559,13.64159248
560,12.25919632
561,12.20548636
562,16.2365289
563,11.43583086
564,12.25919632
565,12.25919632
566,12.58519245
567,12.20548636
568,11.65591354
569,15.63460616
570,11.64109269
571,12.26106387
572,11.62694704
573,16.24733072
574,17.44871981
575,16.24733072
576,11.64109269
577,14.80493609
578,12.00668433
579,18.58376128
580,16.95667616
581,11.8913711
582,12.25919632
583,16.2365289
584,15.88726633
585,12.25919632
586,20.34015753
587,11.64109269
588,12.24797382
589,13.7545899
590,11.41147163
591,14.86644952
592,13.51811404
593,17.89580754
594,11.7789858
595,19.73623251
596,11.62694704
597,14.60398911
598,15.35327773
599,15.88726633
600,20.19519167
601,14.44892598
602,13.83786706
603,15.55708913
604,13.10962502
605,14.54927418
606,12.25919632
607,10.47181767
608,16.2365289
609,14.44892598
610,12.25919632
611,11.99480401
612,11.7789858
613,12.24797382
614,10.45129436
615,14.51371092
616,11.74720496
617,12.79730161
618,11.33598869
619,17.44406806
620,12.32449813
621,12.25919632
622,13.26545858
623,17.52425584
624,11.43583086
625,12.46456819
626,12.53945956
627,12.03377568
628,16.24733072
629,14.10273536
630,16.48429404
631,19.5438016
632,12.25919632
633,18.58376128
634,12.20548636
635,12.24829847
636,11.48967346
637,12.52552378
638,11.65591354
639,14.75072604
640,16.16651173
641,12.58519245
642,16.01744496
643,12.86065457
644,11.7789858
645,14.13915052
646,11.10048091
647,12.53945956
648,12.53945956
649,13.64159248
650,16.38449827
651,11.64109269
652,11.74720496
653,16.74093182
654,15.88726633
655,14.92343043
656,13.27679634
657,11.64109269
658,16.67173621
659,17.28003797
660,12.58519245
661,12.20548636
662,17.52425584
663,10.47181767
664,12.25919632
665,11.43583086
666,12.69422467
667,16.4793276
668,14.13915052
669,11.3142783
670,19.67524725
671,12.53945956
672,19.23623929
673,14.22824642
674,12.25919632
675,14.06877146
676,12.20548636
677,12.55751296
678,12.53945956
679,15.48890688
680,11.92366721
681,16.67173621
682,18.58376128
683,15.63460616
684,14.09330246
685,13.42356036
686,11.64109269
687,12.87625827
688,10.45129436
689,12.24797382
690,12.25919632
691,13.73719785
692,13.26545858
693,12.00668433
694,19.39608305
695,13.94891986
696,12.25919632
697,11.43583086
698,13.20861493
699,11.74720496
700,12.03377568
701,12.53945956
702,12.12472174
703,18.66847307
704,12.87625827
705,16.24733072
706,11.7789858
707,12.24797382
708,11.76333103
709,11.83273693
710,12.20548636
711,12.03377568
712,12.58519245
713,16.24733072
714,11.64109269
715,12.20548636
716,11.62694704
717,16.16651173
718,12.1092143
719,16.24733072
720,12.77401019
721,13.83786706
722,12.58519245
723,12.24797382
724,11.62694704
725,15.66695113
726,15.93355782
727,16.2365289
728,11.64109269
729,13.7476678
730,13.99872266
731,12.25919632
732,10.45129436
733,11.64109269
734,13.7545899
735,12.76260283
736,16.92785365
737,14.73985994
738,11.43583086
739,14.76794224
740,10.45129436
741,16.38449827
742,12.87625827
743,11.33598869
744,12.25919632
745,12.58519245
746,13.64159248
747,16.23868588
748,11.64109269
749,10.47181767
750,12.53945956
751,12.24797382
752,11.74720496
753,14.39515759
754,11.8913711
755,12.00668433
756,11.74720496
757,13.27059829
758,16.2365289
759,12.53945956
760,18.40327977
761,14.62984128
762,11.65591354
763,12.25919632
764,12.53945956
765,12.46456819
766,14.44892598
767,12.25919632
768,11.43583086
769,11.64109269
770,11.64109269
771,12.25919632
772,11.65591354
773,11.64109269
774,16.24733072
775,15.58569325
776,19.07234563
777,18.58376128
778,16.03656427
779,11.74720496
780,18.58376128
781,12.58519245
782,11.93317406
783,12.53945956
784,12.53945956
785,11.7789858
786,14.86644952
787,16.19838625
788,16.16651173
789,11.7789858
790,14.90081527
791,12.20548636
792,11.43583086
793,19.41522817
794,11.74720496
795,13.40814607
796,11.48967346
797,17.29087389
798,12.20548636
799,14.48830621
800,15.66695113
801,13.86294978
802,10.47181767
803,16.67173621
804,11.65591354
805,17.97239871
806,12.25919632
807,18.58376128
808,15.91421774
809,12.55751296
