Id,Rate
0,0.1123
1,0.17881
2,0.14887
3,0.11159
4,0.14432
5,0.11635
6,0.10979
7,0.15343
8,0.11891
9,0.10938
10,0.14215
11,0.16399
12,0.1796
13,0.17093
14,0.13365
15,0.16636
16,0.1094
17,0.10816
18,0.11478
19,0.11184
20,0.11463
21,0.09803
22,0.11747
23,0.10626
24,0.11228
25,0.15873
26,0.07362
27,0.20116
28,0.0741
29,0.09012
30,0.13984
31,0.11205
32,0.19928
33,0.0778
34,0.14715
35,0.11442
36,0.07162
37,0.20466
38,0.0711
39,0.07396
40,0.14665
41,0.11831
42,0.10816
43,0.18595
44,0.10816
45,0.12146
46,0.16984
47,0.16127
48,0.17572
49,0.11516
50,0.17042
51,0.13027
52,0.14669
53,0.14652
54,0.18021
55,0.17145
56,0.07207
57,0.10942
58,0.15494
59,0.11446
60,0.1473
61,0.07709
62,0.13957
63,0.10402
64,0.11223
65,0.11582
66,0.1243
67,0.11578
68,0.10281
69,0.10306
70,0.10816
71,0.10594
72,0.10816
73,0.10816
74,0.13954
75,0.1509
76,0.11667
77,0.25627
78,0.1647
79,0.10726
80,0.07509
81,0.10243
82,0.10055
83,0.16398
84,0.11078
85,0.1406
86,0.09415
87,0.0783
88,0.23951
89,0.08028
90,0.14304
91,0.14389
92,0.14773
93,0.16802
94,0.07677
95,0.11907
96,0.14305
97,0.10816
98,0.10868
99,0.10816
100,0.10816
101,0.14792
102,0.08248
103,0.1049
104,0.09272
105,0.10306
106,0.17869
107,0.07804
108,0.07982
109,0.07113
110,0.1479
111,0.10402
112,0.11057
113,0.1053
114,0.14397
115,0.10816
116,0.14766
117,0.15607
118,0.10589
119,0.06461
120,0.15092
121,0.08175
122,0.07794
123,0.15183
124,0.10625
125,0.1053
126,0.15438
127,0.21301
128,0.11131
129,0.10816
130,0.23887
131,0.0808
132,0.21388
133,0.07141
134,0.11036
135,0.14248
136,0.20828
137,0.07436
138,0.1031
139,0.06659
140,0.11036
141,0.07313
142,0.21605
143,0.15073
144,0.15549
145,0.14193
146,0.11671
147,0.15481
148,0.11525
149,0.207
150,0.24995
151,0.17189
152,0.08981
153,0.13808
154,0.10896
155,0.09577
156,0.10465
157,0.10816
158,0.07436
159,0.14533
160,0.17958
161,0.10816
162,0.14264
163,0.14723
164,0.14686
165,0.16468
166,0.11042
167,0.09044
168,0.09799
169,0.11219
170,0.1162
171,0.13913
172,0.06712
173,0.16847
174,0.15216
175,0.10226
176,0.10816
177,0.10909
178,0.07402
179,0.14688
180,0.24101
181,0.09992
182,0.1564
183,0.10278
184,0.11389
185,0.10684
186,0.07506
187,0.11268
188,0.17785
189,0.17398
190,0.19814
191,0.11115
192,0.11962
193,0.12427
194,0.15532
195,0.14858
